Booking_Key,FK_Customer_Key,FK_Date_Key,FK_Movies_Key,FK_Theater_Key,FK_PromoCode_Key,Sales,TicketsSold,CancelledAmount,CancelledQuantity,PromoCodeValue,Customer_Key,Name,Address,City,Zip,State,Country,date_key,date,year,month,day,week,quarter,day_in_week,month_name,day_name,Movie_Key,Title,Rating,Genre,PromoCode_Key,PromoCode,Theater_Key,Theater_Name,Theater_ParentGroup,Country,State,City,ZipCode
779,779,6,2,6,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,2019-01-06,2019,1,6,2,1,1,January,Tuesday,2,"netus et malesuada fames",1,Romance,9,GFD75ZEB4MV,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
780,780,318,1,6,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,318,2019-11-14,2019,11,14,46,4,5,November,Tuesday,1,"molestie in,tempus eu",5,Romance,9,GFD75ZEB4MV,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
781,781,297,1,5,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,297,2019-10-24,2019,10,24,43,4,5,October,Tuesday,1,"molestie in,tempus eu",5,Romance,9,GFD75ZEB4MV,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
782,782,208,2,6,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,208,2019-07-27,2019,7,27,30,3,7,July,Tuesday,2,"netus et malesuada fames",1,Romance,9,GFD75ZEB4MV,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
783,783,147,1,6,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,147,2019-05-27,2019,5,27,22,2,2,May,Tuesday,1,"molestie in,tempus eu",5,Romance,9,GFD75ZEB4MV,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
784,784,108,1,4,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108,2019-04-18,2019,4,18,16,2,5,April,Tuesday,1,"molestie in,tempus eu",5,Romance,9,GFD75ZEB4MV,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
785,785,101,1,6,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101,2019-04-11,2019,4,11,15,2,5,April,Tuesday,1,"molestie in,tempus eu",5,Romance,9,GFD75ZEB4MV,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
786,786,179,1,5,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,179,2019-06-28,2019,6,28,26,2,6,June,Tuesday,1,"molestie in,tempus eu",5,Romance,9,GFD75ZEB4MV,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
787,787,269,1,5,9.0,45,5,40.0,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,269,2019-09-26,2019,9,26,39,3,5,September,Tuesday,1,"molestie in,tempus eu",5,Romance,9,GFD75ZEB4MV,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
788,788,170,2,5,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170,2019-06-19,2019,6,19,25,2,4,June,Tuesday,2,"netus et malesuada fames",1,Romance,9,GFD75ZEB4MV,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
789,789,43,1,5,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,2019-02-12,2019,2,12,7,1,3,February,Tuesday,1,"molestie in,tempus eu",5,Romance,9,GFD75ZEB4MV,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
790,790,19,1,4,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,2019-01-19,2019,1,19,3,1,7,January,Tuesday,1,"molestie in,tempus eu",5,Romance,9,GFD75ZEB4MV,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
791,791,287,2,6,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,287,2019-10-14,2019,10,14,42,4,2,October,Tuesday,2,"netus et malesuada fames",1,Romance,9,GFD75ZEB4MV,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
792,792,98,2,6,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98,2019-04-08,2019,4,8,15,2,2,April,Tuesday,2,"netus et malesuada fames",1,Romance,9,GFD75ZEB4MV,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
793,793,266,1,4,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,266,2019-09-23,2019,9,23,39,3,2,September,Tuesday,1,"molestie in,tempus eu",5,Romance,9,GFD75ZEB4MV,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
794,794,76,1,5,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,2019-03-17,2019,3,17,12,1,1,March,Tuesday,1,"molestie in,tempus eu",5,Romance,9,GFD75ZEB4MV,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
795,795,218,2,4,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,218,2019-08-06,2019,8,6,32,3,3,August,Tuesday,2,"netus et malesuada fames",1,Romance,9,GFD75ZEB4MV,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
796,796,226,2,4,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,226,2019-08-14,2019,8,14,33,3,4,August,Tuesday,2,"netus et malesuada fames",1,Romance,9,GFD75ZEB4MV,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
797,797,152,2,6,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,152,2019-06-01,2019,6,1,22,2,7,June,Tuesday,2,"netus et malesuada fames",1,Romance,9,GFD75ZEB4MV,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
798,798,83,1,4,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,2019-03-24,2019,3,24,13,1,1,March,Tuesday,1,"molestie in,tempus eu",5,Romance,9,GFD75ZEB4MV,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
799,799,277,2,4,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,277,2019-10-04,2019,10,4,40,4,6,October,Tuesday,2,"netus et malesuada fames",1,Romance,9,GFD75ZEB4MV,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
800,800,178,1,5,9.0,45,5,,5,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,178,2019-06-27,2019,6,27,26,2,5,June,Tuesday,1,"molestie in,tempus eu",5,Romance,9,GFD75ZEB4MV,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
801,801,55,2,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,2019-02-24,2019,2,24,9,1,1,February,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
802,802,57,2,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57,2019-02-26,2019,2,26,9,1,3,February,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
803,803,122,1,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122,2019-05-02,2019,5,2,18,2,5,May,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
804,804,117,1,4,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117,2019-04-27,2019,4,27,17,2,7,April,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
805,805,219,1,4,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219,2019-08-07,2019,8,7,32,3,4,August,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
806,806,104,2,4,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104,2019-04-14,2019,4,14,16,2,1,April,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
807,807,180,2,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180,2019-06-29,2019,6,29,26,2,7,June,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
808,808,269,2,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,269,2019-09-26,2019,9,26,39,3,5,September,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
809,809,165,1,4,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,165,2019-06-14,2019,6,14,24,2,6,June,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
810,810,15,1,4,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,2019-01-15,2019,1,15,3,1,3,January,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
811,811,218,2,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,218,2019-08-06,2019,8,6,32,3,3,August,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
812,812,88,1,4,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,2019-03-29,2019,3,29,13,1,6,March,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
813,813,101,2,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101,2019-04-11,2019,4,11,15,2,5,April,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
814,814,242,1,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,242,2019-08-30,2019,8,30,35,3,6,August,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
815,815,266,1,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,266,2019-09-23,2019,9,23,39,3,2,September,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
816,816,284,1,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,284,2019-10-11,2019,10,11,41,4,6,October,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
817,817,303,2,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,303,2019-10-30,2019,10,30,44,4,4,October,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
818,818,22,2,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,2019-01-22,2019,1,22,4,1,3,January,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
819,819,157,1,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,157,2019-06-06,2019,6,6,23,2,5,June,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
820,820,80,1,4,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,2019-03-21,2019,3,21,12,1,5,March,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
821,821,246,2,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,246,2019-09-03,2019,9,3,36,3,3,September,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
822,822,31,2,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31,2019-01-31,2019,1,31,5,1,5,January,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
823,823,56,2,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56,2019-02-25,2019,2,25,9,1,2,February,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
824,824,184,2,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,184,2019-07-03,2019,7,3,27,3,4,July,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
825,825,111,2,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111,2019-04-21,2019,4,21,17,2,1,April,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
826,826,2,2,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2019-01-02,2019,1,2,1,1,4,January,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
827,827,312,1,4,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,312,2019-11-08,2019,11,8,45,4,6,November,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
828,828,277,1,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,277,2019-10-04,2019,10,4,40,4,6,October,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
829,829,128,1,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,128,2019-05-08,2019,5,8,19,2,4,May,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
830,830,126,2,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,126,2019-05-06,2019,5,6,19,2,2,May,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
831,831,247,2,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,247,2019-09-04,2019,9,4,36,3,4,September,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
832,832,218,2,4,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,218,2019-08-06,2019,8,6,32,3,3,August,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
833,833,26,2,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,2019-01-26,2019,1,26,4,1,7,January,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
834,834,114,2,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114,2019-04-24,2019,4,24,17,2,4,April,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
835,835,169,2,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,169,2019-06-18,2019,6,18,25,2,3,June,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
836,836,186,1,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,186,2019-07-05,2019,7,5,27,3,6,July,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
837,837,100,2,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,2019-04-10,2019,4,10,15,2,4,April,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
838,838,261,2,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,261,2019-09-18,2019,9,18,38,3,4,September,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
839,839,45,2,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45,2019-02-14,2019,2,14,7,1,5,February,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
840,840,78,2,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,2019-03-19,2019,3,19,12,1,3,March,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
841,841,252,1,4,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,252,2019-09-09,2019,9,9,37,3,2,September,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
842,842,71,1,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,2019-03-12,2019,3,12,11,1,3,March,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
843,843,235,1,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235,2019-08-23,2019,8,23,34,3,6,August,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
844,844,3,1,4,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,2019-01-03,2019,1,3,1,1,5,January,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
845,845,266,2,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,266,2019-09-23,2019,9,23,39,3,2,September,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
846,846,43,1,4,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,2019-02-12,2019,2,12,7,1,3,February,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
847,847,54,1,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54,2019-02-23,2019,2,23,8,1,7,February,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
848,848,140,1,4,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,140,2019-05-20,2019,5,20,21,2,2,May,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
849,849,217,1,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,217,2019-08-05,2019,8,5,32,3,2,August,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
850,850,26,1,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,2019-01-26,2019,1,26,4,1,7,January,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
851,851,113,2,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113,2019-04-23,2019,4,23,17,2,3,April,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
852,852,168,1,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168,2019-06-17,2019,6,17,25,2,2,June,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
853,853,182,1,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,182,2019-07-01,2019,7,1,27,3,2,July,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
854,854,85,2,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,2019-03-26,2019,3,26,13,1,3,March,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
855,855,196,2,4,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,196,2019-07-15,2019,7,15,29,3,2,July,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
856,856,86,1,4,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,2019-03-27,2019,3,27,13,1,4,March,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
857,857,161,2,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,161,2019-06-10,2019,6,10,24,2,2,June,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
858,858,226,2,4,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,226,2019-08-14,2019,8,14,33,3,4,August,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
859,859,8,1,4,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,2019-01-08,2019,1,8,2,1,3,January,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
860,860,315,1,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,315,2019-11-11,2019,11,11,46,4,2,November,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
861,861,275,2,4,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,275,2019-10-02,2019,10,2,40,4,4,October,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
862,862,109,1,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109,2019-04-19,2019,4,19,16,2,6,April,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
863,863,36,2,6,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36,2019-02-05,2019,2,5,6,1,3,February,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,6,"Eget Ipsum Donec Company",AMC,US,Ontario,Windsor,39070
864,864,170,1,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170,2019-06-19,2019,6,19,25,2,4,June,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
865,865,106,1,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106,2019-04-16,2019,4,16,16,2,3,April,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
866,866,15,2,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,2019-01-15,2019,1,15,3,1,3,January,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
867,867,76,2,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,2019-03-17,2019,3,17,12,1,1,March,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
868,868,16,2,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,2019-01-16,2019,1,16,3,1,4,January,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
869,869,166,2,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,166,2019-06-15,2019,6,15,24,2,7,June,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
870,870,146,2,4,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,146,2019-05-26,2019,5,26,22,2,1,May,Tuesday,2,"netus et malesuada fames",1,Romance,NULL,NULL,4,"Sed Hendrerit A Corp.",Century,US,X,Hofors,50277
871,871,228,1,5,,20,2,,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,228,2019-08-16,2019,8,16,33,3,6,August,Tuesday,1,"molestie in,tempus eu",5,Romance,NULL,NULL,5,"Eleifend Corporation",AMC,US,"Provence-Alpes-C̫te d'Azur",Cannes,51130
